iter    | category           | len  | shepOk | shaOk | shepOnes | shaOnes | shepEnt | shaEnt | shepRuns | shaRuns | shepHam  | shaHam  | shepPosU  | shaPosU  | shepGlobU  | shaGlobU  | shepFinal | shaFinal | better 
46700   | a-z                | 20   | 46700  | 46700 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7370   | 0.9665  | 128.00   | 127.94  | 99.26     | 99.23    | 99.91      | 99.91     | 99.50     | 97.06    | SHEP32 
46800   | unicode500000      | 9    | 46800  | 46800 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7438   | 0.9864  | 128.00   | 127.94  | 99.26     | 99.23    | 99.91      | 99.91     | 99.50     | 96.92    | SHEP32 
46900   | unicode60000       | 48   | 46900  | 46900 | 49.99    | 49.99   | 1.000   | 1.000  | 0.6936   | 0.9501  | 128.00   | 127.94  | 99.26     | 99.23    | 99.92      | 99.91     | 99.50     | 97.10    | SHEP32 
47000   | unicode100         | 90   | 47000  | 47000 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7391   | 0.9414  | 128.00   | 127.94  | 99.26     | 99.24    | 99.92      | 99.91     | 99.50     | 97.26    | SHEP32 
47100   | unicode200000      | 91   | 47100  | 47100 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7603   | 0.9195  | 128.01   | 127.94  | 99.26     | 99.23    | 99.92      | 99.91     | 99.49     | 97.49    | SHEP32 
47200   | unicode300000      | 67   | 47200  | 47200 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7794   | 0.8832  | 128.01   | 127.94  | 99.26     | 99.23    | 99.92      | 99.91     | 99.19     | 97.87    | SHEP32 
47300   | unicode300000      | 83   | 47300  | 47300 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7555   | 0.9064  | 128.01   | 127.93  | 99.26     | 99.24    | 99.92      | 99.91     | 99.45     | 97.59    | SHEP32 
47400   | unicode100         | 29   | 47400  | 47400 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7649   | 0.9093  | 128.01   | 127.93  | 99.26     | 99.24    | 99.92      | 99.91     | 99.41     | 97.59    | SHEP32 
47500   | a-zA-Z0-9          | 41   | 47500  | 47500 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7460   | 0.9408  | 128.01   | 127.93  | 99.26     | 99.24    | 99.92      | 99.91     | 99.50     | 97.28    | SHEP32 
47600   | unicode40000       | 49   | 47600  | 47600 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7029   | 0.9902  | 128.01   | 127.93  | 99.26     | 99.23    | 99.92      | 99.91     | 99.50     | 96.83    | SHEP32 
47700   | unicode1000        | 65   | 47700  | 47700 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7070   | 0.9373  | 128.01   | 127.93  | 99.27     | 99.24    | 99.92      | 99.91     | 99.50     | 97.22    | SHEP32 
47800   | a-z                | 87   | 47800  | 47800 | 49.99    | 49.99   | 1.000   | 1.000  | 0.6569   | 0.9578  | 128.01   | 127.93  | 99.27     | 99.24    | 99.92      | 99.91     | 99.50     | 97.00    | SHEP32 
47900   | A-Z                | 65   | 47900  | 47900 | 49.99    | 49.99   | 1.000   | 1.000  | 0.6417   | 0.9492  | 128.01   | 127.93  | 99.27     | 99.24    | 99.92      | 99.91     | 99.50     | 97.04    | SHEP32 
48000   | unicode10000       | 14   | 48000  | 48000 | 49.99    | 49.99   | 1.000   | 1.000  | 0.6588   | 0.9921  | 128.01   | 127.93  | 99.26     | 99.24    | 99.92      | 99.91     | 99.50     | 96.77    | SHEP32 
48100   | unicode90000       | 92   | 48100  | 48100 | 49.99    | 49.99   | 1.000   | 1.000  | 0.6654   | 0.9911  | 128.01   | 127.93  | 99.27     | 99.24    | 99.92      | 99.91     | 99.50     | 96.79    | SHEP32 
48200   | unicode30000       | 49   | 48200  | 48200 | 49.99    | 49.99   | 1.000   | 1.000  | 0.6907   | 0.9957  | 128.01   | 127.94  | 99.27     | 99.24    | 99.92      | 99.91     | 99.50     | 96.78    | SHEP32 
48300   | unicode500         | 53   | 48300  | 48300 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7121   | 0.9884  | 128.01   | 127.93  | 99.27     | 99.24    | 99.92      | 99.91     | 99.50     | 96.85    | SHEP32 
48400   | A-Za-z             | 88   | 48400  | 48400 | 49.99    | 49.99   | 1.000   | 1.000  | 0.7094   | 0.9739  | 128.01   | 127.94  | 99.27     | 99.24    | 99.92      | 99.91     | 99.50     | 96.95    | SHEP32 
48500   | unicode20000       | 76   | 48500  | 48500 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7515   | 0.9320  | 128.01   | 127.93  | 99.28     | 99.25    | 99.92      | 99.91     | 99.50     | 97.36    | SHEP32 
48600   | unicode90000       | 43   | 48600  | 48600 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7091   | 0.9415  | 128.01   | 127.93  | 99.28     | 99.24    | 99.92      | 99.91     | 99.50     | 97.19    | SHEP32 
48700   | unicode100         | 88   | 48700  | 48700 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7438   | 0.9574  | 128.01   | 127.93  | 99.28     | 99.25    | 99.92      | 99.91     | 99.50     | 97.14    | SHEP32 
48800   | unicode40000       | 9    | 48800  | 48800 | 49.99    | 49.98   | 1.000   | 1.000  | 0.6929   | 0.9893  | 128.01   | 127.93  | 99.28     | 99.25    | 99.92      | 99.91     | 99.50     | 96.82    | SHEP32 
48900   | unicode50000       | 97   | 48900  | 48900 | 49.99    | 49.98   | 1.000   | 1.000  | 0.6999   | 0.9945  | 128.01   | 127.93  | 99.28     | 99.25    | 99.92      | 99.91     | 99.50     | 96.80    | SHEP32 
49000   | unicode10000       | 58   | 49000  | 49000 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7090   | 0.9950  | 128.01   | 127.93  | 99.28     | 99.25    | 99.92      | 99.91     | 99.50     | 96.81    | SHEP32 
49100   | unicode500000      | 66   | 49100  | 49100 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7283   | 0.9959  | 128.01   | 127.93  | 99.28     | 99.26    | 99.92      | 99.91     | 99.50     | 96.82    | SHEP32 
49200   | unicode20000       | 92   | 49200  | 49200 | 49.99    | 49.98   | 1.000   | 1.000  | 0.7075   | 0.9111  | 128.01   | 127.93  | 99.28     | 99.26    | 99.92      | 99.91     | 99.50     | 97.42    | SHEP32 
49300   | unicode20000       | 6    | 49300  | 49300 | 49.99    | 49.98   | 1.000   | 1.000  | 0.6263   | 0.9529  | 128.01   | 127.93  | 99.28     | 99.26    | 99.92      | 99.91     | 99.50     | 97.00    | SHEP32 
49400   | a-z                | 19   | 49400  | 49400 | 49.99    | 49.98   | 1.000   | 1.000  | 0.6255   | 0.9937  | 128.01   | 127.93  | 99.28     | 99.26    | 99.92      | 99.91     | 99.50     | 96.74    | SHEP32 
49500   | unicode1000        | 15   | 49500  | 49500 | 49.99    | 49.98   | 1.000   | 1.000  | 0.6171   | 0.9741  | 128.01   | 127.93  | 99.28     | 99.26    | 99.92      | 99.91     | 99.50     | 96.86    | SHEP32 
49600   | unicode5000        | 27   | 49600  | 49600 | 50.00    | 49.98   | 1.000   | 1.000  | 0.6143   | 0.9619  | 128.01   | 127.93  | 99.28     | 99.26    | 99.92      | 99.91     | 99.50     | 96.93    | SHEP32 
49700   | 0-9                | 26   | 49700  | 49700 | 50.00    | 49.98   | 1.000   | 1.000  | 0.6213   | 0.9820  | 128.01   | 127.93  | 99.28     | 99.27    | 99.92      | 99.91     | 99.50     | 96.81    | SHEP32 
49800   | A-Za-z             | 82   | 49800  | 49800 | 50.00    | 49.98   | 1.000   | 1.000  | 0.5950   | 0.9673  | 128.01   | 127.93  | 99.28     | 99.27    | 99.92      | 99.91     | 99.50     | 96.89    | SHEP32 
49900   | unicode5000        | 37   | 49900  | 49900 | 50.00    | 49.98   | 1.000   | 1.000  | 0.5935   | 0.9852  | 128.01   | 127.93  | 99.28     | 99.27    | 99.92      | 99.91     | 99.50     | 96.78    | SHEP32 
50000   | A-Z                | 54   | 50000  | 50000 | 50.00    | 49.98   | 1.000   | 1.000  | 0.5966   | 0.9925  | 128.00   | 127.93  | 99.28     | 99.27    | 99.92      | 99.91     | 99.50     | 96.74    | SHEP32 
